"","age","workclass","fnlwgt","education","education.num","martial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","above50K"
"18253",29," Private",148431," Assoc-acdm",12," Married-civ-spouse"," Sales"," Wife"," Other"," Female",7688,0,45," United-States",FALSE
"23404",39," Private",186130," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States",FALSE
"25618",41," Local-gov",112797," Masters",14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,60," United-States",TRUE
"5997",20," Private",293091," 11th",7," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,60," United-States",TRUE
"27980",54," Self-emp-not-inc",109418," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,1977,35," United-States",FALSE
"15884",21," Private",243921," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"28301",40," Private",272960," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,42," United-States",FALSE
"22485",37," Private",294919," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"26184",21," Private",301556," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,19," United-States",TRUE
"9481",26," Local-gov",166295," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,41," United-States",TRUE
"11849",40," Local-gov",112362," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",TRUE
"14701",35," Private",117166," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"32501",34," Private",60567," 11th",7," Divorced"," Transport-moving"," Unmarried"," White"," Male",0,880,60," United-States",TRUE
"10077",24," Private",283872," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,20," United-States",TRUE
"30426",36," Private",108320," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",4101,0,40," United-States",TRUE
"7434",23," Local-gov",496382," Some-college",10," Married-spouse-absent"," Adm-clerical"," Own-child"," White"," Female",0,0,40," Guatemala",TRUE
"630",49," Private",268090," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,26," United-States",FALSE
"16069",28," Private",149769," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," Cambodia",TRUE
"19903",17," Private",126832," 10th",6," Never-married"," Other-service"," Own-child"," White"," Male",0,0,30," United-States",TRUE
"8458",23," Private",118693," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,35," United-States",TRUE
"11052",39," Private",142707," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"1272",27," Private",115831," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",TRUE
"11741",49," Private",177426," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States",TRUE
"27095",24," Private",177526," Assoc-voc",11," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"26579",21," Private",169699," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"5600",29," Private",176683," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",FALSE
"1960",32," Private",190511," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",FALSE
"17688",26," Private",132572," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States",TRUE
"18438",42," Local-gov",328581," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States",TRUE
"31118",30," Private",91145," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"2406",34," Private",134737," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"25143",35," Private",195744," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",TRUE
"21597",24," Private",236769," Assoc-acdm",12," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"25062",49," Self-emp-inc",246739," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",FALSE
"12903",25," State-gov",183678," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States",TRUE
"28710",26," Private",172063," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,24," United-States",TRUE
"15861",62," ?",160155," 7th-8th",4," Married-civ-spouse"," ?"," Husband"," White"," Male",6418,0,40," United-States",FALSE
"21629",35," Private",108946," HS-grad",9," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"8495",36," Private",146311," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"31146",28," Private",194200," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States",TRUE
"571",24," Private",354351," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"28608",40," Private",121874," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,50," United-States",FALSE
"25024",46," Private",265105," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",FALSE
"2713",20," Private",224059," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"27287",29," Self-emp-not-inc",85572," 11th",7," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,5," United-States",TRUE
"229",75," Private",314209," Assoc-voc",11," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,20," Columbia",TRUE
"27281",25," Private",114150," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," United-States",TRUE
"3407",31," Private",197023," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",TRUE
"2899",29," Local-gov",123983," Masters",14," Never-married"," Prof-specialty"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," Taiwan",TRUE
"7878",24," Private",357028," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"1510",42," State-gov",436006," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,40," United-States",TRUE
"625",47," Private",241832," 9th",5," Married-spouse-absent"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,40," El-Salvador",TRUE
"16188",37," Federal-gov",448337," HS-grad",9," Never-married"," Exec-managerial"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"1214",54," Private",99185," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,45," United-States",FALSE
"28664",54," Private",128378," Some-college",10," Widowed"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"14637",41," Local-gov",248406," HS-grad",9," Separated"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"18676",30," Self-emp-not-inc",166961," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,20," United-States",FALSE
"5707",31," Private",459465," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"31212",36," Private",325374," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"30278",33," ?",369386," Some-college",10," Married-civ-spouse"," ?"," Wife"," White"," Female",5178,0,40," United-States",FALSE
"2285",29," Private",40083," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," Canada",TRUE
"7992",37," Private",118486," Bachelors",13," Separated"," Prof-specialty"," Unmarried"," White"," Female",4934,0,32," United-States",FALSE
"18784",32," Self-emp-not-inc",27939," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Amer-Indian-Eskimo"," Male",0,0,60," United-States",TRUE
"18929",25," Private",190628," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Columbia",TRUE
"15433",36," Private",166549," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",TRUE
"25372",32," Private",53373," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,36," United-States",TRUE
"17635",40," Self-emp-not-inc",198953," Assoc-acdm",12," Never-married"," Prof-specialty"," Own-child"," Black"," Female",0,0,2," United-States",TRUE
"7452",17," Private",110798," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States",TRUE
"15275",27," Private",34273," Assoc-voc",11," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,1876,36," Canada",TRUE
"6231",31," Private",204052," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",TRUE
"18433",37," Private",118681," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,38," Puerto-Rico",TRUE
"8237",42," Private",52781," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",TRUE
"19211",18," Self-emp-not-inc",207438," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States",TRUE
"8437",67," Private",154035," HS-grad",9," Widowed"," Handlers-cleaners"," Other-relative"," Black"," Male",0,0,32," United-States",TRUE
"17559",32," Private",36302," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States",TRUE
"14361",24," ?",26671," HS-grad",9," Never-married"," ?"," Other-relative"," Amer-Indian-Eskimo"," Female",0,0,40," United-States",TRUE
"22761",34," Private",106541," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"7287",47," Self-emp-inc",116927," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,42," United-States",FALSE
"1651",19," Private",323421," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",TRUE
"349",56," Private",101128," Assoc-acdm",12," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Male",0,0,25," Iran",TRUE
"18382",52," State-gov",216342," Bachelors",13," Widowed"," Exec-managerial"," Unmarried"," White"," Female",0,0,55," United-States",TRUE
"5867",51," Self-emp-not-inc",25932," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",TRUE
"19066",31," Private",114937," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States",TRUE
"13100",47," Private",109089," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,70," United-States",TRUE
"18796",26," Private",105787," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,36," United-States",TRUE
"6891",39," Private",202027," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",FALSE
"12862",60," Private",145493," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"26312",35," State-gov",154410," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"4308",54," Private",133403," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"7162",24," Private",259351," Some-college",10," Never-married"," Craft-repair"," Unmarried"," Amer-Indian-Eskimo"," Male",0,0,40," Mexico",TRUE
"16561",24," Private",196332," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,40," United-States",TRUE
"3214",74," Federal-gov",181508," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Male",0,0,17," United-States",TRUE
"26358",23," Private",245302," Some-college",10," Divorced"," Sales"," Own-child"," Black"," Female",0,0,40," United-States",TRUE
"2816",50," Private",237735," 5th-6th",3," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,37," Mexico",TRUE
"6928",55," Private",109015," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States",TRUE
"28090",27," Private",278122," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"22961",21," Private",184135," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," Black"," Male",0,0,1," United-States",TRUE
"30350",46," Private",153254," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States",TRUE
"25703",59," Private",214865," HS-grad",9," Widowed"," Exec-managerial"," Unmarried"," White"," Female",0,0,50," United-States",TRUE
"23006",39," Local-gov",267893," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",7298,0,40," United-States",FALSE
"8489",27," Private",62737," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",TRUE
"18825",25," Private",75821," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",TRUE
"15271",58," Private",169611," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",TRUE
"31675",51," Private",289436," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",FALSE
"9688",37," Private",203828," 9th",5," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,65," United-States",TRUE
"27056",45," Private",176917," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," United-States",TRUE
"1461",48," Self-emp-inc",192945," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," United-States",FALSE
"12169",38," Federal-gov",214542," Some-college",10," Divorced"," Handlers-cleaners"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"30344",41," Private",124692," Some-college",10," Married-civ-spouse"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",FALSE
"6184",33," Private",207267," 10th",6," Separated"," Other-service"," Unmarried"," White"," Female",3418,0,35," United-States",TRUE
